,Type,cycle,drop_flag,in,out,가스사용량,가스사용량(마지막 구간),가열로 번호,가열완료 온도,가열중 마지막 문닫힌 시간,가열중 문열림 횟수,뺄시간,소재 list,시작시간,시작온도,실제 시작시간,원래시작점온도,이전 종료시간,작업일자,종료시간,종료온도,주/야간,최종 가열시작 온도,평균온도,평일/주말
0,open,,0,,,13.099999999976717,,20,,,,,,2019-09-25 04:52:00,1237.1,,,,,2019-09-25 04:57:00,1087.7,,,,
1,reheat,,0,,,82.79999999998836,,20,,,,0,,2019-09-25 04:57:00,1087.7,,,,,2019-09-25 05:05:00,,,,,
2,heat,5,0,,,481.0,342.5,20,1236.5,2019-09-25 05:36:00,1,8,"['190804-72315-001', '190804-72315-001', '190831-15133-002', '190831-15133-001', '190830-15133-002', '190830-15133-001']",2019-09-25 05:18:00,1016.7,2019-09-25 05:18:00,1016.7,2019-09-25 05:11:00,,2019-09-25 06:13:00,1236.5,,1001.6,,
3,open,,0,,,48.29999999998836,,20,,,,,,2019-09-25 08:46:00,1238.2,,,,,2019-09-25 08:56:00,1081.9,,,,
4,reheat,,0,,,157.0,,20,,,,1,,2019-09-25 08:56:00,1081.9,,,,,2019-09-25 09:14:00,,,,,
5,open,,0,,,32.29999999998836,,20,,,,,,2019-09-25 09:16:00,1235.6,,,,,2019-09-25 09:23:00,1100.7,,,,
6,reheat,,0,,,139.40000000002328,,20,,,,0,,2019-09-25 09:23:00,1100.7,,,,,2019-09-25 09:39:00,,,,,
7,hold,,0,,,163.20000000001164,,20,,,,,,2019-09-25 09:39:00,1231.4,,,,,2019-09-25 10:04:00,1235.6,,,1233.7730769230768,
8,open,,0,,,9.599999999976717,,20,,,,,,2019-09-25 10:04:00,1235.6,,,,,2019-09-25 10:09:00,1047.7,,,,
9,reheat,,0,,,185.29999999998836,,20,,,,1,,2019-09-25 10:09:00,1047.7,,,,,2019-09-25 10:32:00,,,,,
10,hold,,0,,,39.20000000001164,,20,,,,,,2019-09-25 10:32:00,1229.0,,,,,2019-09-25 10:38:00,1233.2,,,1230.457142857143,
11,open,,0,,,21.29999999998836,,20,,,,,,2019-09-25 10:38:00,1233.2,,,,,2019-09-25 10:43:00,1061.3,,,,
12,reheat,,0,,,206.80000000004657,,20,,,,1,,2019-09-25 10:43:00,1061.3,,,,,2019-09-25 11:02:00,,,,,
13,hold,,0,,,1484.2999999999884,,20,,,,,,2019-09-25 11:02:00,1236.6,,,,,2019-09-25 14:34:00,1239.0,,,1236.901877934272,
14,open,,0,,,44.5,,20,,,,,,2019-09-25 14:34:00,1239.0,,,,,2019-09-25 14:44:00,1016.5,,,,
15,reheat,,0,,,139.39999999996508,,20,,,,0,,2019-09-25 14:44:00,1016.5,,,,,2019-09-25 14:56:00,,,,,
16,hold,,0,,,42.70000000001164,,20,,,,,,2019-09-25 14:56:00,1223.1,,,,,2019-09-25 15:02:00,1228.9,,,1225.3428571428574,
17,open,,0,,,21.5,,20,,,,,,2019-09-25 15:02:00,1228.9,,,,,2019-09-25 15:09:00,969.6,,,,
18,reheat,,0,,,136.5,,20,,,,5,,2019-09-25 15:09:00,969.6,,,,,2019-09-25 15:23:00,,,,,
19,hold,,0,,,14.100000000034925,,20,,,,,,2019-09-25 15:23:00,1210.4,,,,,2019-09-25 15:24:00,1219.0,,,1214.7,
20,open,,0,,,14.099999999976717,,20,,,,,,2019-09-25 15:24:00,1219.0,,,,,2019-09-25 15:29:00,970.0,,,,
21,reheat,,0,,,251.40000000002328,,20,,,,2,,2019-09-25 15:29:00,970.0,,,,,2019-09-25 15:50:00,,,,,
