,Type,cycle,drop_flag,in,out,가스사용량,가스사용량(마지막 구간),가열로 번호,가열완료 온도,가열중 마지막 문닫힌 시간,가열중 문열림 횟수,뺄시간,소재 list,시작시간,시작온도,실제 시작시간,원래시작점온도,이전 종료시간,작업일자,종료시간,종료온도,주/야간,최종 가열시작 온도,평균온도,평일/주말
0,open,,0,,,8.10000000000582,,18,,,,,,2019-09-24 15:38:00,1254.4,,,,,2019-09-24 15:44:00,756.6,,,,
1,reheat,,0,,,92.79999999998836,,18,,,,2,,2019-09-24 15:44:00,756.6,,,,,2019-09-24 15:57:00,,,,,
2,hold,,0,,,82.30000000001746,,18,,,,,,2019-09-24 15:57:00,1258.7,,,,,2019-09-24 16:22:00,1258.2,,,1254.073076923077,
3,open,,0,,,11.299999999988358,,18,,,,,,2019-09-24 16:22:00,1258.2,,,,,2019-09-24 16:30:00,735.1,,,,
4,reheat,,0,,,80.20000000001164,,18,,,,1,,2019-09-24 16:30:00,735.1,,,,,2019-09-24 16:40:00,,,,,
5,heat,8,0,,,440.5,266.4000000000233,18,1237.0,2019-09-24 17:19:00,1,5,"['180816-15111-002', '190527-19501-037', '190527-19501-038']",2019-09-24 17:01:00,659.7,2019-09-24 17:00:00,588.1,2019-09-24 16:43:00,,2019-09-24 17:42:00,1237.0,,844.9,,
6,open,,0,,,13.0,,18,,,,,,2019-09-24 19:45:00,1252.6,,,,,2019-09-24 19:52:00,672.3,,,,
7,reheat,,0,,,599.7000000000116,,18,,,,3,,2019-09-24 19:52:00,672.3,,,,,2019-09-24 20:41:00,,,,,
8,hold,,0,,,4087.2999999999884,,18,,,,,,2019-09-24 20:41:00,1251.6,,,,,2019-09-25 15:47:00,1252.1,,,1252.2543156059285,
9,open,,0,,,4.899999999994179,,18,,,,,,2019-09-25 15:47:00,1252.1,,,,,2019-09-25 15:52:00,878.0,,,,
10,reheat,,0,,,0.0,,18,,,,0,,2019-09-25 15:52:00,878.0,,,,,2019-09-25 15:52:00,,,,,
11,heat,9,0,,,447.79999999998836,447.79999999998836,18,1248.5,0,0,1,"['180816-15111-002', '190821-15008-027', '190905-75417-001', '190905-75417-001']",2019-09-25 16:29:00,988.7,2019-09-25 16:28:00,950.9,2019-09-25 16:04:00,,2019-09-25 17:08:00,1248.5,,0,,
12,open,,0,,,5.0,,18,,,,,,2019-09-25 20:42:00,1253.3,,,,,2019-09-25 20:47:00,761.7,,,,
13,reheat,,0,,,126.29999999998836,,18,,,,3,,2019-09-25 20:47:00,761.7,,,,,2019-09-25 21:00:00,,,,,
14,hold,,0,,,2170.7000000000116,,18,,,,,,2019-09-25 21:00:00,1255.8,,,,,2019-09-26 09:01:00,1251.8,,,1252.124515235457,
15,open,,0,,,4.899999999994179,,18,,,,,,2019-09-26 09:01:00,1251.8,,,,,2019-09-26 09:06:00,775.0,,,,
16,reheat,,0,,,82.20000000001164,,18,,,,3,,2019-09-26 09:06:00,775.0,,,,,2019-09-26 09:18:00,,,,,
17,hold,,0,,,294.19999999998254,,18,,,,,,2019-09-26 09:18:00,1256.4,,,,,2019-09-26 11:14:00,1253.8,,,1252.5239316239313,
18,open,,0,,,11.300000000017462,,18,,,,,,2019-09-26 11:14:00,1253.8,,,,,2019-09-26 11:20:00,899.9,,,,
19,reheat,,0,,,81.5,,18,,,,2,,2019-09-26 11:20:00,899.9,,,,,2019-09-26 11:33:00,,,,,
20,heat,10,0,,,113.60000000000582,113.60000000000582,18,1251.2,0,0,2,['180816-15111-002'],2019-09-26 13:03:00,1072.0,2019-09-26 13:03:00,1072.0,2019-09-26 12:54:00,,2019-09-26 13:25:00,1251.2,,0,,
21,open,,0,,,17.79999999998836,,18,,,,,,2019-09-26 18:38:00,1254.5,,,,,2019-09-26 18:51:00,646.6,,,,
22,reheat,,0,,,114.60000000000582,,18,,,,2,,2019-09-26 18:51:00,646.6,,,,,2019-09-26 19:03:00,,,,,
23,heat,11,0,,,695.6000000000058,695.6000000000058,18,1248.8,0,0,1,['190424-15111-007'],2019-09-27 01:26:00,643.1,2019-09-27 01:26:00,643.1,2019-09-26 20:12:00,,2019-09-27 02:26:00,1248.8,,0,,
24,open,,0,,,27.70000000001164,,18,,,,,,2019-09-27 03:54:00,1258.4,,,,,2019-09-27 04:05:00,662.6,,,,
25,reheat,,0,,,912.8999999999942,,18,,,,2,,2019-09-27 04:05:00,662.6,,,,,2019-09-27 05:17:00,,,,,
26,hold,,0,,,1494.5,,18,,,,,,2019-09-27 05:17:00,1233.8,,,,,2019-09-27 09:21:00,1251.6,,,1251.0538775510202,
27,open,,0,,,11.39999999999418,,18,,,,,,2019-09-27 09:21:00,1251.6,,,,,2019-09-27 09:25:00,1133.0,,,,
28,reheat,,0,,,48.5,,18,,,,0,,2019-09-27 09:25:00,1133.0,,,,,2019-09-27 09:32:00,,,,,
29,hold,,0,,,2047.9000000000233,,18,,,,,,2019-09-27 09:32:00,1255.4,,,,,2019-09-27 18:27:00,1261.2,,,1252.6572761194032,
30,open,,0,,,24.599999999976717,,18,,,,,,2019-09-27 18:27:00,1261.2,,,,,2019-09-27 18:40:00,687.3,,,,
31,reheat,,0,,,35.70000000001164,,18,,,,8,,2019-09-27 18:40:00,687.3,,,,,2019-09-27 18:52:00,,,,,
32,hold,,0,,,37.89999999999418,,18,,,,,,2019-09-27 18:52:00,1096.6,,,,,2019-09-27 20:58:00,1176.1,,,1077.4818897637797,
33,open,,0,,,11.60000000000582,,18,,,,,,2019-09-27 20:58:00,1176.1,,,,,2019-09-27 21:07:00,588.9,,,,
34,reheat,,0,,,289.70000000001164,,18,,,,1,,2019-09-27 21:07:00,588.9,,,,,2019-09-27 21:33:00,,,,,
35,hold,,0,,,2265.0,,18,,,,,,2019-09-27 21:33:00,1257.3,,,,,2019-09-28 07:13:00,1259.5,,,1253.397934595525,
36,open,,0,,,1.599999999976717,,18,,,,,,2019-09-28 07:13:00,1259.5,,,,,2019-09-28 07:20:00,809.9,,,,
37,reheat,,0,,,73.40000000002328,,18,,,,0,,2019-09-28 07:20:00,809.9,,,,,2019-09-28 07:28:00,,,,,
38,open,,0,,,13.10000000000582,,18,,,,,,2019-09-28 07:29:00,1256.9,,,,,2019-09-28 07:44:00,509.4,,,,
39,reheat,,0,,,169.10000000000582,,18,,,,1,,2019-09-28 07:44:00,509.4,,,,,2019-09-28 08:00:00,,,,,
40,hold,,0,,,7147.799999999988,,18,,,,,,2019-09-28 08:00:00,1239.5,,,,,2019-09-30 08:13:00,1252.3,,,1251.235383552177,
41,open,,0,,,1.6000000000058208,,18,,,,,,2019-09-30 08:13:00,1252.3,,,,,2019-09-30 08:18:00,729.5,,,,
42,reheat,,0,,,112.20000000001164,,18,,,,3,,2019-09-30 08:18:00,729.5,,,,,2019-09-30 08:34:00,,,,,
43,heat,12,0,,,271.6000000000058,271.6000000000058,18,1244.9,0,0,1,"['190806-19235-001', '190806-19235-001', '190806-19235-001', '190813-15008-027', '190813-15008-028', '190813-15008-028', '190806-19235-001']",2019-09-30 13:26:00,784.3,2019-09-30 13:26:00,784.3,2019-09-30 10:05:00,,2019-09-30 13:50:00,1244.9,,0,,
44,open,,0,,,15.800000000017462,,18,,,,,,2019-09-30 14:14:00,1258.5,,,,,2019-09-30 15:59:00,926.2,,,,
45,reheat,,0,,,0.0,,18,,,,2,,2019-09-30 15:59:00,926.2,,,,,2019-09-30 16:01:00,,,,,
46,hold,,0,,,299.69999999998254,,18,,,,,,2019-09-30 16:01:00,928.3,,,,,2019-09-30 18:43:00,1256.6,,,941.2981595092023,
47,open,,0,,,24.0,,18,,,,,,2019-09-30 18:43:00,1256.6,,,,,2019-09-30 19:12:00,377.3,,,,
48,reheat,,0,,,1082.5,,18,,,,6,,2019-09-30 19:12:00,377.3,,,,,2019-09-30 20:45:00,,,,,
49,hold,,0,,,1691.1000000000058,,18,,,,,,2019-09-30 20:45:00,1245.2,,,,,2019-10-01 02:04:00,1257.9,,,1251.3125,
50,open,,0,,,3.2999999999883585,,18,,,,,,2019-10-01 02:04:00,1257.9,,,,,2019-10-01 02:08:00,893.5,,,,
51,reheat,,0,,,65.70000000001164,,18,,,,1,,2019-10-01 02:08:00,893.5,,,,,2019-10-01 02:16:00,,,,,
52,open,,0,,,11.299999999988358,,18,,,,,,2019-10-01 02:19:00,1257.2,,,,,2019-10-01 02:24:00,920.7,,,,
53,reheat,,0,,,68.90000000002328,,18,,,,1,,2019-10-01 02:24:00,920.7,,,,,2019-10-01 02:32:00,,,,,
54,open,,0,,,27.5,,18,,,,,,2019-10-01 02:32:00,1254.0,,,,,2019-10-01 02:38:00,922.1,,,,
55,reheat,,0,,,99.59999999997672,,18,,,,1,,2019-10-01 02:38:00,922.1,,,,,2019-10-01 02:51:00,,,,,
56,hold,,0,,,1563.2000000000116,,18,,,,,,2019-10-01 02:51:00,1235.6,,,,,2019-10-01 10:48:00,1253.9,,,1253.6435146443512,
57,open,,0,,,22.89999999999418,,18,,,,,,2019-10-01 10:48:00,1253.9,,,,,2019-10-01 11:00:00,778.2,,,,
58,reheat,,0,,,62.80000000001746,,18,,,,2,,2019-10-01 11:00:00,778.2,,,,,2019-10-01 11:08:00,,,,,
59,open,,0,,,16.29999999998836,,18,,,,,,2019-10-01 11:08:00,1257.7,,,,,2019-10-01 11:13:00,792.0,,,,
60,reheat,,0,,,43.39999999999418,,18,,,,2,,2019-10-01 11:13:00,792.0,,,,,2019-10-01 11:19:00,,,,,
61,open,,0,,,8.200000000011642,,18,,,,,,2019-10-01 11:19:00,1203.3,,,,,2019-10-01 11:24:00,656.0,,,,
62,reheat,,0,,,70.39999999999418,,18,,,,2,,2019-10-01 11:24:00,656.0,,,,,2019-10-01 11:32:00,,,,,
63,open,,0,,,14.5,,18,,,,,,2019-10-01 11:32:00,1207.3,,,,,2019-10-01 11:37:00,682.5,,,,
64,reheat,,0,,,35.29999999998836,,18,,,,2,,2019-10-01 11:37:00,682.5,,,,,2019-10-01 11:42:00,,,,,
65,open,,0,,,0.0,,18,,,,,,2019-10-01 11:43:00,1073.9,,,,,2019-10-01 11:48:00,650.1,,,,
66,reheat,,0,,,180.79999999998836,,18,,,,1,,2019-10-01 11:48:00,650.1,,,,,2019-10-01 12:05:00,,,,,
67,hold,,0,,,590.0,,18,,,,,,2019-10-01 12:05:00,1249.3,,,,,2019-10-01 14:45:00,1258.2,,,1253.3173913043477,
68,open,,0,,,21.0,,18,,,,,,2019-10-01 14:45:00,1258.2,,,,,2019-10-01 14:53:00,911.8,,,,
69,reheat,,0,,,61.0,,18,,,,2,,2019-10-01 14:53:00,911.8,,,,,2019-10-01 15:03:00,,,,,
70,hold,,0,,,78.80000000001746,,18,,,,,,2019-10-01 15:03:00,1234.9,,,,,2019-10-01 15:23:00,1261.3,,,1252.790476190476,
71,open,,0,,,6.5,,18,,,,,,2019-10-01 15:23:00,1261.3,,,,,2019-10-01 15:28:00,889.4,,,,
72,reheat,,0,,,62.19999999998254,,18,,,,2,,2019-10-01 15:28:00,889.4,,,,,2019-10-01 15:37:00,,,,,
73,hold,,0,,,88.30000000001746,,18,,,,,,2019-10-01 15:37:00,1256.4,,,,,2019-10-01 16:01:00,1259.4,,,1251.8,
74,open,,0,,,17.79999999998836,,18,,,,,,2019-10-01 16:01:00,1259.4,,,,,2019-10-01 16:08:00,883.3,,,,
75,reheat,,0,,,77.89999999999418,,18,,,,2,,2019-10-01 16:08:00,883.3,,,,,2019-10-01 16:20:00,,,,,
76,heat,13,0,,,398.0,398.0,18,1254.5,0,0,1,"['190806-19235-001', '190806-19235-001', '190806-19235-002', '190806-19235-001', '190806-19235-002']",2019-10-01 17:19:00,736.7,2019-10-01 17:19:00,736.7,2019-10-01 16:56:00,,2019-10-01 17:53:00,1254.5,,0,,
77,open,,0,,,13.0,,18,,,,,,2019-10-02 10:54:00,1254.0,,,,,2019-10-02 11:04:00,752.3,,,,
78,reheat,,0,,,136.89999999999418,,18,,,,2,,2019-10-02 11:04:00,752.3,,,,,2019-10-02 11:26:00,,,,,
79,hold,,0,,,255.30000000001746,,18,,,,,,2019-10-02 11:26:00,1259.0,,,,,2019-10-02 12:54:00,1254.1,,,1253.965168539326,
80,open,,0,,,16.29999999998836,,18,,,,,,2019-10-02 12:54:00,1254.1,,,,,2019-10-02 13:05:00,754.0,,,,
81,reheat,,0,,,109.20000000001164,,18,,,,0,,2019-10-02 13:05:00,754.0,,,,,2019-10-02 13:18:00,,,,,
82,hold,,0,,,334.5,,18,,,,,,2019-10-02 13:18:00,1260.2,,,,,2019-10-02 15:12:00,1254.7,,,1252.993043478261,
83,open,,0,,,22.699999999982538,,18,,,,,,2019-10-02 15:12:00,1254.7,,,,,2019-10-02 15:23:00,864.3,,,,
84,reheat,,0,,,54.60000000000582,,18,,,,1,,2019-10-02 15:23:00,864.3,,,,,2019-10-02 15:29:00,,,,,
85,open,,0,,,14.599999999976717,,18,,,,,,2019-10-02 15:30:00,1257.8,,,,,2019-10-02 15:37:00,820.4,,,,
86,reheat,,0,,,54.30000000001746,,18,,,,3,,2019-10-02 15:37:00,820.4,,,,,2019-10-02 15:44:00,,,,,
87,heat,14,0,,,1462.7000000000116,1462.7000000000116,18,1252.5,0,0,1,"['190806-19235-002', '190806-19235-002', '190806-19235-002', '191003-001', '190804-72315-001', '190804-72315-001']",2019-10-02 15:58:00,633.1,2019-10-02 15:58:00,633.1,2019-10-02 15:44:00,,2019-10-02 17:58:00,1252.5,,0,,
88,open,,0,,,20.89999999999418,,18,,,,,,2019-10-02 18:43:00,1254.8,,,,,2019-10-02 18:57:00,619.6,,,,
89,reheat,,0,,,160.80000000001746,,18,,,,2,,2019-10-02 18:57:00,619.6,,,,,2019-10-02 19:12:00,,,,,
90,open,,0,,,9.699999999982538,,18,,,,,,2019-10-02 19:12:00,1157.3,,,,,2019-10-02 19:21:00,550.1,,,,
91,reheat,,0,,,46.60000000000582,,18,,,,104,,2019-10-02 19:21:00,550.1,,,,,2019-10-02 21:11:00,,,,,
92,hold,,0,,,4893.399999999994,,18,,,,,,2019-10-02 21:11:00,823.9,,,,,2019-10-03 10:52:00,1252.7,,,1234.496411192204,
93,open,,0,,,4.800000000017462,,18,,,,,,2019-10-03 10:52:00,1252.7,,,,,2019-10-03 11:01:00,1172.8,,,,
94,reheat,,0,,,39.79999999998836,,18,,,,2,,2019-10-03 11:01:00,1172.8,,,,,2019-10-03 11:09:00,,,,,
95,hold,,0,,,459.70000000001164,,18,,,,,,2019-10-03 11:09:00,1254.4,,,,,2019-10-03 13:27:00,1253.1,,,1251.4856115107914,
96,open,,0,,,39.09999999997672,,18,,,,,,2019-10-03 13:27:00,1253.1,,,,,2019-10-03 13:32:00,820.8,,,,
97,reheat,,0,,,90.60000000000582,,18,,,,1,,2019-10-03 13:32:00,820.8,,,,,2019-10-03 13:40:00,,,,,
98,open,,0,,,34.5,,18,,,,,,2019-10-03 13:41:00,1256.6,,,,,2019-10-03 13:45:00,844.3,,,,
99,reheat,,0,,,92.19999999998254,,18,,,,0,,2019-10-03 13:45:00,844.3,,,,,2019-10-03 13:53:00,,,,,
100,open,,0,,,11.0,,18,,,,,,2019-10-03 13:54:00,1249.2,,,,,2019-10-03 13:58:00,767.2,,,,
101,reheat,,0,,,36.0,,18,,,,2,,2019-10-03 13:58:00,767.2,,,,,2019-10-03 14:04:00,,,,,
102,hold,,0,,,366.80000000001746,,18,,,,,,2019-10-03 14:04:00,1168.0,,,,,2019-10-03 15:11:00,1252.0,,,1171.5970588235293,
103,open,,0,,,53.19999999998254,,18,,,,,,2019-10-03 15:11:00,1252.0,,,,,2019-10-03 15:17:00,767.9,,,,
104,reheat,,0,,,129.90000000002328,,18,,,,0,,2019-10-03 15:17:00,767.9,,,,,2019-10-03 15:30:00,,,,,
105,hold,,0,,,14.199999999982538,,18,,,,,,2019-10-03 15:30:00,1253.6,,,,,2019-10-03 15:32:00,1254.3,,,1253.7666666666667,
106,open,,0,,,153.60000000000582,,18,,,,,,2019-10-03 15:32:00,1254.3,,,,,2019-10-03 15:50:00,753.9,,,,
107,reheat,,0,,,104.79999999998836,,18,,,,1,,2019-10-03 15:50:00,753.9,,,,,2019-10-03 16:00:00,,,,,
108,heat,15,0,,,363.3999999999942,84.0,18,1240.4,2019-10-03 16:54:00,1,5,"['190806-19235-002', '190806-19235-002', '190806-19235-002', '190804-72315-001']",2019-10-03 16:14:00,1012.0,2019-10-03 16:10:00,1003.5,2019-10-03 16:01:00,,2019-10-03 17:08:00,1240.4,,1169.1,,
109,open,,0,,,14.400000000023283,,18,,,,,,2019-10-03 18:14:00,1256.0,,,,,2019-10-03 18:23:00,1182.0,,,,
110,reheat,,0,,,51.29999999998836,,18,,,,1,,2019-10-03 18:23:00,1182.0,,,,,2019-10-03 18:34:00,,,,,
111,hold,,0,,,1114.5,,18,,,,,,2019-10-03 18:34:00,1251.2,,,,,2019-10-04 01:09:00,1253.9,,,1253.3093434343436,
112,open,,0,,,11.5,,18,,,,,,2019-10-04 01:09:00,1253.9,,,,,2019-10-04 01:19:00,762.7,,,,
113,reheat,,0,,,103.60000000000582,,18,,,,4,,2019-10-04 01:19:00,762.7,,,,,2019-10-04 01:34:00,,,,,
114,heat,16,0,,,118.29999999998836,118.29999999998836,18,1256.5,0,0,1,"['190804-72315-001', '190806-19235-002', '190806-19235-002']",2019-10-04 06:39:00,899.8,2019-10-04 06:35:00,851.5,2019-10-04 06:25:00,,2019-10-04 06:54:00,1256.5,,0,,
115,open,,0,,,9.89999999999418,,18,,,,,,2019-10-04 07:18:00,1256.8,,,,,2019-10-04 07:26:00,749.1,,,,
116,reheat,,0,,,187.0,,18,,,,2,,2019-10-04 07:26:00,749.1,,,,,2019-10-04 07:48:00,,,,,
117,hold,,0,,,420.8999999999942,,18,,,,,,2019-10-04 07:48:00,1251.3,,,,,2019-10-04 09:35:00,1258.7,,,1249.8925925925926,
118,open,,0,,,14.5,,18,,,,,,2019-10-04 09:35:00,1258.7,,,,,2019-10-04 09:42:00,786.7,,,,
119,reheat,,0,,,106.70000000001164,,18,,,,2,,2019-10-04 09:42:00,786.7,,,,,2019-10-04 09:58:00,,,,,
120,heat,17,0,,,117.89999999999418,117.89999999999418,18,1240.7,2019-10-04 11:35:00,0,2,['190804-72315-001'],2019-10-04 11:35:00,1063.9,2019-10-04 11:35:00,1063.9,2019-10-04 10:35:00,,2019-10-04 11:50:00,1240.7,,1063.9,,
121,open,,0,,,1.6000000000058208,,18,,,,,,2019-10-04 15:15:00,1258.9,,,,,2019-10-04 15:20:00,900.1,,,,
122,reheat,,0,,,71.70000000001164,,18,,,,1,,2019-10-04 15:20:00,900.1,,,,,2019-10-04 15:29:00,,,,,
123,hold,,0,,,28.699999999982538,,18,,,,,,2019-10-04 15:29:00,1256.6,,,,,2019-10-04 15:35:00,1257.7,,,1253.185714285714,
124,open,,0,,,16.0,,18,,,,,,2019-10-04 15:35:00,1257.7,,,,,2019-10-04 15:43:00,861.9,,,,
125,reheat,,0,,,92.10000000000582,,18,,,,0,,2019-10-04 15:43:00,861.9,,,,,2019-10-04 15:54:00,,,,,
126,hold,,0,,,160.60000000000582,,18,,,,,,2019-10-04 15:54:00,1238.7,,,,,2019-10-04 16:35:00,1258.2,,,1252.5976190476188,
