,Type,cycle,drop_flag,in,out,가스사용량,가스사용량(마지막 구간),가열로 번호,가열완료 온도,가열중 마지막 문닫힌 시간,가열중 문열림 횟수,뺄시간,소재 list,시작시간,시작온도,실제 시작시간,원래시작점온도,이전 종료시간,작업일자,종료시간,종료온도,주/야간,최종 가열시작 온도,평균온도,평일/주말
0,heat,1.0,1,[],[],0.0,0.0,19,1176.7335798432139,0,0.0,1.0,"['180816-15111-003', '190411-19581-005']",2019-09-17 23:00:00,1176.7335798432139,2019-09-17 18:39:00,1174.814010408125,2019-09-17 09:34:00,,2019-09-17 23:00:00,1176.7335798432139,,0.0,,
1,heat,2.0,1,[],[],0.0,0.0,19,1196.0543036209128,0,0.0,1.0,"['190411-19581-005', '190424-15111-011']",2019-09-19 18:47:00,1196.0543036209128,2019-09-19 18:47:00,1196.0543036209128,2019-09-19 18:45:00,,2019-09-19 18:47:00,1196.0543036209128,,0.0,,
2,heat,3.0,1,[],[],0.0,0.0,19,1221.8912669368838,0,0.0,1.0,"['190424-15111-014', '190905-19172-001', '190814-15008-028', '190814-15008-031']",2019-09-22 05:20:00,1221.8912669368838,2019-09-20 20:00:00,1207.1819226066982,2019-09-20 18:03:00,,2019-09-22 05:20:00,1221.8912669368838,,0.0,,
3,heat,4.0,1,[],[],0.0,0.0,19,1237.6302653701825,0,0.0,1.0,"['190424-15111-014', '190527-19501-036']",2019-09-23 17:00:00,1237.6302653701825,2019-09-23 17:00:00,1237.6302653701825,2019-09-23 16:58:00,,2019-09-23 17:00:00,1237.6302653701825,,0.0,,
4,heat,5.0,0,[],[],0.0,51.80000000001746,19,976.4,2019-09-24 19:05:00,1.0,6.0,"['190921-99010-001', '200204-19180-030', '200204-19180-029', '200204-19180-028', '200204-19180-027', '200204-19180-026', '200204-19180-025']",2019-09-24 18:55:00,855.6,2019-09-24 18:55:00,855.6,2019-09-24 18:36:00,,2019-09-24 19:01:00,976.4,,879.1,,
5,heat,5.0,0,[],[],536.2000000000116,536.2000000000116,19,1231.7,2019-09-24 19:05:00,1.0,6.0,"['190921-99010-001', '200204-19180-030', '200204-19180-029', '200204-19180-028', '200204-19180-027', '200204-19180-026', '200204-19180-025']",2019-09-24 19:05:00,879.1,2019-09-24 18:55:00,855.6,2019-09-24 18:36:00,,2019-09-24 19:48:00,1231.7,,879.1,,
6,open,,0,[],[],9.799999999988357,,19,,,,,,2019-09-24 20:32:00,1226.5,,,,,2019-09-24 20:41:00,1025.3,,,,
7,reheat,,0,[],[],193.20000000001164,,19,,,,1.0,,2019-09-24 20:41:00,1025.3,,,,,2019-09-24 20:57:00,,,,,
8,hold,,0,[],[],2314.7999999999884,,19,,,,,,2019-09-24 20:57:00,,,,,,2019-09-25 10:56:00,,,,1226.0190476190476,
9,open,,0,[],[],4.899999999994178,,19,,,,,,2019-09-25 10:56:00,1226.3,,,,,2019-09-25 11:01:00,1042.5,,,,
10,reheat,,0,[],[],83.20000000001164,,19,,,,1.0,,2019-09-25 11:01:00,1042.5,,,,,2019-09-25 11:11:00,,,,,
11,hold,,0,[],[],239.79999999998842,,19,,,,,,2019-09-25 11:11:00,,,,,,2019-09-25 12:59:00,,,,1226.4119266055045,
12,open,,0,[],[],6.5,,19,,,,,,2019-09-25 12:59:00,1226.4,,,,,2019-09-25 13:03:00,1099.0,,,,
13,reheat,,0,[],[],45.0,,19,,,,1.0,,2019-09-25 13:03:00,1099.0,,,,,2019-09-25 13:09:00,,,,,
14,hold,,0,[],[],16.10000000000582,,19,,,,,,2019-09-25 13:09:00,,,,,,2019-09-25 13:13:00,,,,1228.36,
15,open,,0,[],[],4.899999999994178,,19,,,,,,2019-09-25 13:13:00,1227.4,,,,,2019-09-25 13:17:00,1108.6,,,,
16,reheat,,0,[],[],46.20000000001164,,19,,,,0.0,,2019-09-25 13:17:00,1108.6,,,,,2019-09-25 13:22:00,,,,,
17,hold,,0,[],[],14.5,,19,,,,,,2019-09-25 13:22:00,,,,,,2019-09-25 13:26:00,,,,1227.7,
18,open,,0,[],[],8.100000000005819,,19,,,,,,2019-09-25 13:26:00,1227.9,,,,,2019-09-25 13:30:00,1095.8,,,,
19,reheat,,0,[],[],47.79999999998836,,19,,,,1.0,,2019-09-25 13:30:00,1095.8,,,,,2019-09-25 13:36:00,,,,,
20,hold,,0,[],[],12.899999999994181,,19,,,,,,2019-09-25 13:36:00,,,,,,2019-09-25 13:39:00,,,,1227.775,
21,open,,0,[],[],6.400000000023283,,19,,,,,,2019-09-25 13:39:00,1227.7,,,,,2019-09-25 13:43:00,1072.5,,,,
22,reheat,,0,[],[],60.5,,19,,,,1.0,,2019-09-25 13:43:00,1072.5,,,,,2019-09-25 13:50:00,,,,,
23,hold,,0,[],[],17.699999999982538,,19,,,,,,2019-09-25 13:50:00,,,,,,2019-09-25 13:54:00,,,,1228.06,
24,open,,0,[],[],8.0,,19,,,,,,2019-09-25 13:54:00,1227.8,,,,,2019-09-25 13:59:00,1063.7,,,,
25,reheat,,0,[],[],61.80000000001746,,19,,,,0.0,,2019-09-25 13:59:00,1063.7,,,,,2019-09-25 14:05:00,,,,,
26,hold,,0,[],[],24.0,,19,,,,,,2019-09-25 14:05:00,,,,,,2019-09-25 14:10:00,,,,1228.0166666666667,
27,open,,0,[],[],8.0,,19,,,,,,2019-09-25 14:10:00,1227.9,,,,,2019-09-25 14:15:00,1044.5,,,,
28,reheat,,0,[],[],131.29999999998836,,19,,,,15.0,,2019-09-25 14:15:00,1044.5,,,,,2019-09-25 14:43:00,,,,,
29,hold,,0,[],[],6.399999999994179,,19,,,,,,2019-09-25 14:43:00,,,,,,2019-09-25 14:44:00,,,,1251.9499999999996,
30,open,,0,[],[],9.5,,19,,,,,,2019-09-25 14:44:00,1252.3,,,,,2019-09-25 14:49:00,1061.3,,,,
31,reheat,,0,[],[],99.5,,19,,,,0.0,,2019-09-25 14:49:00,1061.3,,,,,2019-09-25 15:00:00,,,,,
32,hold,,0,[],[],304.70000000001164,,19,,,,,,2019-09-25 15:00:00,,,,,,2019-09-25 16:55:00,,,,1246.6275862068965,
33,open,,0,[],[],4.899999999994178,,19,,,,,,2019-09-25 16:55:00,1246.4,,,,,2019-09-25 16:59:00,1086.8,,,,
34,reheat,,0,[],[],71.70000000001164,,19,,,,1.0,,2019-09-25 16:59:00,1086.8,,,,,2019-09-25 17:08:00,,,,,
35,heat,6.0,0,[],[],971.5,971.5,19,1249.1,0,0.0,2.0,"['190826-19088-003', '190921-99010-001', '190527-19501-040', '190527-19501-039']",2019-09-25 18:38:00,847.6,2019-09-25 18:37:00,839.1,2019-09-25 18:16:00,,2019-09-25 19:52:00,1249.1,,0.0,,
36,open,,0,[],[],8.100000000005819,,19,,,,,,2019-09-25 22:36:00,1246.7,,,,,2019-09-25 22:41:00,1026.8,,,,
37,reheat,,0,[],[],70.5,,19,,,,2.0,,2019-09-25 22:41:00,1026.8,,,,,2019-09-25 22:48:00,,,,,
38,open,,0,[],[],12.799999999988358,,19,,,,,,2019-09-25 22:49:00,1211.2,,,,,2019-09-25 22:54:00,1000.1,,,,
39,reheat,,0,[],[],195.60000000000585,,19,,,,1.0,,2019-09-25 22:54:00,1000.1,,,,,2019-09-25 23:10:00,,,,,
40,hold,,0,[],[],612.3999999999943,,19,,,,,,2019-09-25 23:10:00,,,,,,2019-09-26 01:02:00,,,,1246.6663716814155,
41,open,,0,[],[],11.5,,19,,,,,,2019-09-26 01:02:00,1246.5,,,,,2019-09-26 01:07:00,1055.3,,,,
42,reheat,,0,[],[],79.30000000001745,,19,,,,0.0,,2019-09-26 01:07:00,1055.3,,,,,2019-09-26 01:15:00,,,,,
43,hold,,0,[],[],9.699999999982538,,19,,,,,,2019-09-26 01:15:00,,,,,,2019-09-26 01:16:00,,,,1253.1999999999996,
44,open,,0,[],[],49.0,,19,,,,,,2019-09-26 01:16:00,1253.6,,,,,2019-09-26 01:27:00,1039.3,,,,
45,reheat,,0,[],[],149.2000000000116,,19,,,,1.0,,2019-09-26 01:27:00,1039.3,,,,,2019-09-26 01:44:00,,,,,
46,hold,,0,[],[],1216.6000000000058,,19,,,,,,2019-09-26 01:44:00,,,,,,2019-09-26 08:33:00,,,,1246.3658536585365,
47,open,,0,[],[],4.899999999994178,,19,,,,,,2019-09-26 08:33:00,1246.4,,,,,2019-09-26 08:40:00,1002.8,,,,
48,reheat,,0,[],[],114.0,,19,,,,1.0,,2019-09-26 08:40:00,1002.8,,,,,2019-09-26 08:52:00,,,,,
49,hold,,0,[],[],238.89999999999415,,19,,,,,,2019-09-26 08:52:00,,,,,,2019-09-26 10:13:00,,,,1246.869512195122,
50,open,,0,[],[],3.3000000000174623,,19,,,,,,2019-09-26 10:13:00,1246.8,,,,,2019-09-26 10:19:00,1013.2,,,,
51,reheat,,0,[],[],190.5,,19,,,,1.0,,2019-09-26 10:19:00,1013.2,,,,,2019-09-26 10:41:00,,,,,
52,hold,,0,[],[],458.0,,19,,,,,,2019-09-26 10:41:00,,,,,,2019-09-26 13:18:00,,,,1247.1234177215188,
53,open,,0,[],[],4.799999999988359,,19,,,,,,2019-09-26 13:18:00,1246.9,,,,,2019-09-26 13:22:00,1075.3,,,,
54,reheat,,0,[],[],84.1000000000058,,19,,,,1.0,,2019-09-26 13:22:00,1075.3,,,,,2019-09-26 13:32:00,,,,,
55,hold,,0,[],[],53.5,,19,,,,,,2019-09-26 13:32:00,,,,,,2019-09-26 13:46:00,,,,1248.0400000000004,
56,open,,0,[],[],5.199999999982539,,19,,,,,,2019-09-26 13:46:00,1247.2,,,,,2019-09-26 13:50:00,1079.1,,,,
57,reheat,,0,[],[],71.1000000000058,,19,,,,1.0,,2019-09-26 13:50:00,1079.1,,,,,2019-09-26 13:57:00,,,,,
58,hold,,0,[],[],46.5,,19,,,,,,2019-09-26 13:57:00,,,,,,2019-09-26 14:06:00,,,,1248.37,
59,open,,0,[],[],3.3000000000174623,,19,,,,,,2019-09-26 14:06:00,1247.6,,,,,2019-09-26 14:13:00,997.8,,,,
60,reheat,,0,[],[],121.89999999999418,,19,,,,1.0,,2019-09-26 14:13:00,997.8,,,,,2019-09-26 14:22:00,,,,,
61,heat,7.0,0,[],[],185.0,185.0,19,1247.7,0,0.0,1.0,"['190527-19501-040', '190804-72315-001', '190804-72315-001', '190527-19501-039']",2019-09-26 14:27:00,1051.9,2019-09-26 14:27:00,1051.9,2019-09-26 14:22:00,,2019-09-26 14:44:00,1247.7,,0.0,,
62,open,,0,[],[],6.399999999994179,,19,,,,,,2019-09-26 17:56:00,1246.7,,,,,2019-09-26 18:01:00,1064.0,,,,
63,reheat,,0,[],[],84.1000000000058,,19,,,,1.0,,2019-09-26 18:01:00,1064.0,,,,,2019-09-26 18:11:00,,,,,
64,hold,,0,[],[],424.2999999999884,,19,,,,,,2019-09-26 18:11:00,,,,,,2019-09-26 20:59:00,,,,1246.4609467455625,
65,open,,0,[],[],3.200000000011641,,19,,,,,,2019-09-26 20:59:00,1246.0,,,,,2019-09-26 21:10:00,940.6,,,,
66,reheat,,0,[],[],628.1999999999825,,19,,,,0.0,,2019-09-26 21:10:00,940.6,,,,,2019-09-26 22:00:00,,,,,
67,hold,,0,[],[],1370.2000000000114,,19,,,,,,2019-09-26 22:00:00,,,,,,2019-09-27 03:28:00,,,,1246.7468085106384,
